"","sample_id","experiment","conc_level","conc","conc_unit","time_level","exposure_type","time","time_unit","acta2_log2fc","acta2_fc","acta2_pvalue","acta2_padj","col1a1_log2fc","col1a1_fc","col1a1_pvalue","col1a1_padj","Single_cell_necrosis","Necrosis","Necrosis_fibrinoid","Fibrosis"
"1050","tg_rliver_repeat_methyldopa_t6_c3","methyldopa",3,600,"mg/kg",6,"repeat",8,"day",-0.104,0.930449658,0.26887194,0.505868432,-0.103,0.93109482,0.49734543,0.702840895,NA,NA,NA,NA
"1051","tg_rliver_repeat_methyldopa_t7_c1","methyldopa",1,60,"mg/kg",7,"repeat",15,"day",0.139,1.101141598,0.14928033,0.830731448,-0.019,0.986916546,0.873491956,0.989290166,NA,NA,NA,NA
"1052","tg_rliver_repeat_methyldopa_t7_c2","methyldopa",2,200,"mg/kg",7,"repeat",15,"day",0.025,1.017479692,0.758307675,0.965937378,-0.096,0.935623498,0.277642132,0.813198155,NA,NA,NA,NA
"1053","tg_rliver_repeat_methyldopa_t7_c3","methyldopa",3,600,"mg/kg",7,"repeat",15,"day",-0.01,0.993092495,0.948807368,0.983681686,-0.101,0.932386486,0.669314156,0.870064693,NA,NA,NA,NA
"1054","tg_rliver_repeat_methyldopa_t8_c1","methyldopa",1,60,"mg/kg",8,"repeat",29,"day",0.066,1.046810282,0.589675845,0.966199978,0.026,1.0181852,0.857070941,0.991088594,NA,NA,NA,NA
"1055","tg_rliver_repeat_methyldopa_t8_c2","methyldopa",2,200,"mg/kg",8,"repeat",29,"day",-0.078,0.947370071,0.297143041,0.792993007,0.288,1.220946513,0.099083948,0.627586604,NA,NA,NA,NA
"1056","tg_rliver_repeat_methyldopa_t8_c3","methyldopa",3,600,"mg/kg",8,"repeat",29,"day",-0.159,0.89564567,0.162879721,0.449597076,0.184,1.136029265,0.492980965,0.734594884,NA,NA,NA,NA
"1057","tg_rliver_repeat_methylenedianiline_t5_c1","methylene dianiline",1,10,"mg/kg",5,"repeat",4,"day",-0.005,0.996540263,0.975315503,0.999489774,-0.027,0.981459064,0.815646006,0.997938391,NA,NA,NA,NA
"1058","tg_rliver_repeat_methylenedianiline_t5_c2","methylene dianiline",2,30,"mg/kg",5,"repeat",4,"day",0.125,1.090507733,0.286493259,0.947021838,0.232,1.174461971,0.234587387,0.923916135,"no","yes","no","no"
"1059","tg_rliver_repeat_methylenedianiline_t5_c3","methylene dianiline",3,100,"mg/kg",5,"repeat",4,"day",1.364,2.573978495,0.000880494,0.006659794,1.576,2.981420774,1.53171e-05,0.000503368,"no","yes","yes","no"
"1060","tg_rliver_repeat_methylenedianiline_t6_c1","methylene dianiline",1,10,"mg/kg",6,"repeat",8,"day",-0.351,0.784040454,0.052116873,0.999503348,-0.064,0.956608158,0.750997166,0.999503348,NA,NA,NA,NA
"1061","tg_rliver_repeat_methylenedianiline_t6_c2","methylene dianiline",2,30,"mg/kg",6,"repeat",8,"day",-0.508,0.7031966,0.010801136,0.938378762,-0.429,0.74277646,0.064031118,0.938378762,NA,NA,NA,NA
"1062","tg_rliver_repeat_methylenedianiline_t6_c3","methylene dianiline",3,100,"mg/kg",6,"repeat",8,"day",2.368,5.162249962,0.000154915,0.004259925,1.954,3.874472757,7.86064e-05,0.00305274,"no","yes","no","no"
"1063","tg_rliver_repeat_methylenedianiline_t7_c1","methylene dianiline",1,10,"mg/kg",7,"repeat",15,"day",-0.113,0.924663278,0.413252928,0.934339791,-0.004,0.997231251,0.985953607,0.999099223,NA,NA,NA,NA
"1064","tg_rliver_repeat_methylenedianiline_t7_c2","methylene dianiline",2,30,"mg/kg",7,"repeat",15,"day",-0.03,0.979420298,0.869348568,0.974409204,0.45,1.366040257,0.389661109,0.83895405,NA,NA,NA,NA
"1065","tg_rliver_repeat_methylenedianiline_t7_c3","methylene dianiline",3,100,"mg/kg",7,"repeat",15,"day",1.066,2.093620564,0.012530881,0.044576283,2.389,5.237941692,1.05637e-06,0.000267626,"yes","yes","no","no"
"1066","tg_rliver_repeat_methylenedianiline_t8_c1","methylene dianiline",1,10,"mg/kg",8,"repeat",29,"day",-0.052,0.964598185,0.682677337,0.980245783,0.132,1.095811766,0.584420286,0.969735938,NA,NA,NA,NA
"1067","tg_rliver_repeat_methylenedianiline_t8_c2","methylene dianiline",2,30,"mg/kg",8,"repeat",29,"day",-0.086,0.942131274,0.686025927,0.939940492,0.512,1.426025717,0.175065175,0.802654802,"yes","no","no","no"
"1068","tg_rliver_repeat_methylenedianiline_t8_c3","methylene dianiline",3,100,"mg/kg",8,"repeat",29,"day",1.576,2.981420774,4.0771e-05,0.000548892,2.072,4.204691636,1.50846e-05,0.000281377,"yes","no","no","no"
"1069","tg_rliver_repeat_methyltestosterone_t5_c1","methyltestosterone",1,30,"mg/kg",5,"repeat",4,"day",0.155,1.113421618,0.137236576,0.981788759,-0.419,0.747942879,0.021216293,0.981788759,NA,NA,NA,NA
"1070","tg_rliver_repeat_methyltestosterone_t5_c2","methyltestosterone",2,100,"mg/kg",5,"repeat",4,"day",-0.148,0.902500727,0.309607432,0.776853829,-0.444,0.735093668,0.013257938,0.664361744,NA,NA,NA,NA
"1071","tg_rliver_repeat_methyltestosterone_t5_c3","methyltestosterone",3,300,"mg/kg",5,"repeat",4,"day",-0.108,0.927873476,0.198199029,0.77529702,-0.261,0.834509281,0.272221724,0.813851794,NA,NA,NA,NA
"1072","tg_rliver_repeat_methyltestosterone_t6_c1","methyltestosterone",1,30,"mg/kg",6,"repeat",8,"day",0.018,1.012554807,0.871274578,0.943818703,-0.237,0.848507902,0.323364495,0.606183354,NA,NA,NA,NA
"1073","tg_rliver_repeat_methyltestosterone_t6_c2","methyltestosterone",2,100,"mg/kg",6,"repeat",8,"day",-0.129,0.914465089,0.1996852,0.459982063,-0.226,0.855002178,0.355167304,0.590765423,NA,NA,NA,NA
"1074","tg_rliver_repeat_methyltestosterone_t6_c3","methyltestosterone",3,300,"mg/kg",6,"repeat",8,"day",-0.156,0.897510051,0.318982523,0.645563176,-0.996,0.501388218,0.001946915,0.212965479,NA,NA,NA,NA
"1075","tg_rliver_repeat_methyltestosterone_t7_c1","methyltestosterone",1,30,"mg/kg",7,"repeat",15,"day",-0.112,0.925304428,0.210822151,0.992311521,-0.201,0.869947353,0.02923801,0.992311521,NA,NA,NA,NA
"1076","tg_rliver_repeat_methyltestosterone_t7_c2","methyltestosterone",2,100,"mg/kg",7,"repeat",15,"day",-0.194,0.87417862,0.167571221,0.968179468,-0.552,0.682073917,0.074130719,0.968179468,NA,NA,NA,NA
"1077","tg_rliver_repeat_methyltestosterone_t7_c3","methyltestosterone",3,300,"mg/kg",7,"repeat",15,"day",-0.395,0.760489377,0.00123599,0.066786175,-0.528,0.693515485,0.002602932,0.074852802,NA,NA,NA,NA
"1078","tg_rliver_repeat_methyltestosterone_t8_c1","methyltestosterone",1,30,"mg/kg",8,"repeat",29,"day",-0.023,0.984184022,0.826376487,0.964082838,-0.009,0.993781093,0.96751066,0.993634611,NA,NA,NA,NA
"1079","tg_rliver_repeat_methyltestosterone_t8_c2","methyltestosterone",2,100,"mg/kg",8,"repeat",29,"day",-0.159,0.89564567,0.254875687,0.741260164,-0.148,0.902500727,0.46370801,0.850843747,NA,NA,NA,NA
"1080","tg_rliver_repeat_methyltestosterone_t8_c3","methyltestosterone",3,300,"mg/kg",8,"repeat",29,"day",-0.223,0.856781955,0.15810787,0.376465322,-0.317,0.802737389,0.055599149,0.220750022,NA,NA,NA,NA
"1081","tg_rliver_repeat_mexiletine_t5_c1","mexiletine",1,40,"mg/kg",5,"repeat",4,"day",0.159,1.116512962,0.54430563,0.999640394,0.097,1.069547088,0.588836076,0.999640394,NA,NA,NA,NA
"1082","tg_rliver_repeat_mexiletine_t5_c2","mexiletine",2,120,"mg/kg",5,"repeat",4,"day",0.115,1.082975046,0.679606841,0.946465509,0.024,1.016774673,0.9358326,0.992806125,NA,NA,NA,NA
"1083","tg_rliver_repeat_mexiletine_t5_c3","mexiletine",3,400,"mg/kg",5,"repeat",4,"day",-0.139,0.908148418,0.546624268,0.929040856,-0.306,0.808881348,0.117882272,0.770926003,NA,NA,NA,NA
"1084","tg_rliver_repeat_mexiletine_t6_c1","mexiletine",1,40,"mg/kg",6,"repeat",8,"day",0.065,1.04608494,0.490402857,0.861536112,-0.348,0.785672517,0.037218846,0.693596138,NA,NA,NA,NA
"1085","tg_rliver_repeat_mexiletine_t6_c2","mexiletine",2,120,"mg/kg",6,"repeat",8,"day",-0.054,0.963261894,0.573929416,0.971310153,-0.382,0.767373048,0.008100102,0.966307249,NA,NA,NA,NA
"1086","tg_rliver_repeat_mexiletine_t6_c3","mexiletine",3,400,"mg/kg",6,"repeat",8,"day",-0.114,0.924022572,0.26442402,0.743222916,-0.6,0.659753955,7.00524e-05,0.05741824,NA,NA,NA,NA
"1087","tg_rliver_repeat_mexiletine_t7_c1","mexiletine",1,40,"mg/kg",7,"repeat",15,"day",0.006,1.004167543,0.972378862,0.993396041,0.03,1.021012126,0.792947119,0.948812809,"no","yes","no","no"
"1088","tg_rliver_repeat_mexiletine_t7_c2","mexiletine",2,120,"mg/kg",7,"repeat",15,"day",-0.45,0.732042848,0.014323488,0.644512879,-0.123,0.918276162,0.242831379,0.805516429,NA,NA,NA,NA
"1089","tg_rliver_repeat_mexiletine_t7_c3","mexiletine",3,400,"mg/kg",7,"repeat",15,"day",-0.225,0.855595026,0.210814226,0.477484627,-0.45,0.732042848,0.002103628,0.13491616,NA,NA,NA,NA
"1090","tg_rliver_repeat_mexiletine_t8_c1","mexiletine",1,40,"mg/kg",8,"repeat",29,"day",-0.052,0.964598185,0.546284014,0.995164659,-0.094,0.936921447,0.661579319,0.995164659,NA,NA,NA,NA
"1091","tg_rliver_repeat_mexiletine_t8_c2","mexiletine",2,120,"mg/kg",8,"repeat",29,"day",-0.01,0.993092495,0.933426125,0.989012909,-0.216,0.860949188,0.345156629,0.851524871,NA,NA,NA,NA
"1092","tg_rliver_repeat_mexiletine_t8_c3","mexiletine",3,400,"mg/kg",8,"repeat",29,"day",-0.141,0.906890329,0.142680581,0.583537194,-0.17,0.888842681,0.407361133,0.778944701,NA,NA,NA,NA
"1093","tg_rliver_repeat_monocrotaline_t5_c1","monocrotaline",1,3,"mg/kg",5,"repeat",4,"day",-0.113,0.924663278,0.294323932,0.905569151,0.068,1.048262476,0.550082646,0.946529299,NA,NA,NA,NA
"1094","tg_rliver_repeat_monocrotaline_t5_c2","monocrotaline",2,10,"mg/kg",5,"repeat",4,"day",-0.236,0.849096246,0.03938802,0.445119761,-0.03,0.979420298,0.758236993,0.9332284,NA,NA,NA,NA
"1095","tg_rliver_repeat_monocrotaline_t5_c3","monocrotaline",3,30,"mg/kg",5,"repeat",4,"day",-0.243,0.844986384,0.07121089,0.316944978,-0.268,0.830470024,0.05024756,0.278669017,"no","yes","no","no"
"1096","tg_rliver_repeat_monocrotaline_t6_c1","monocrotaline",1,3,"mg/kg",6,"repeat",8,"day",-0.096,0.935623498,0.28305727,0.927423202,-0.211,0.863938187,0.030375839,0.609960685,NA,NA,NA,NA
"1097","tg_rliver_repeat_monocrotaline_t6_c2","monocrotaline",2,10,"mg/kg",6,"repeat",8,"day",0.065,1.04608494,0.601898413,0.786980622,-0.177,0.884540435,0.017412861,0.14041135,NA,NA,NA,NA
"1098","tg_rliver_repeat_monocrotaline_t6_c3","monocrotaline",3,30,"mg/kg",6,"repeat",8,"day",1.034,2.047693801,2.1293e-05,0.0005852,0.713,1.639209215,0.000512716,0.00419993,"no","yes","no","yes"
"1099","tg_rliver_repeat_monocrotaline_t7_c1","monocrotaline",1,3,"mg/kg",7,"repeat",15,"day",-0.055,0.962594443,0.401496537,0.766153485,0.071,1.050444544,0.598940864,0.865177952,NA,NA,NA,NA
"1100","tg_rliver_repeat_monocrotaline_t7_c2","monocrotaline",2,10,"mg/kg",7,"repeat",15,"day",0.179,1.132098902,0.018558942,0.084870461,0.911,1.880348405,0.001232856,0.016602002,"no","no","no","yes"
"1101","tg_rliver_repeat_monocrotaline_t7_c3","monocrotaline",3,30,"mg/kg",7,"repeat",15,"day",0.423,1.340712592,0.000546312,0.006070429,2.144,4.419857939,1.33484e-05,0.000712633,"no","yes","no","yes"
"1102","tg_rliver_repeat_monocrotaline_t8_c1","monocrotaline",1,3,"mg/kg",8,"repeat",29,"day",-0.3,0.812252396,0.001688222,0.128889361,-0.031,0.97874165,0.706736137,0.935708703,NA,NA,NA,NA
"1103","tg_rliver_repeat_monocrotaline_t8_c2","monocrotaline",2,10,"mg/kg",8,"repeat",29,"day",-0.087,0.941478465,0.629543623,0.751353752,-0.033,0.977385766,0.917400928,0.949919338,"no","yes","no","yes"
"1104","tg_rliver_repeat_moxisylyte_t5_c1","moxisylyte",1,50,"mg/kg",5,"repeat",4,"day",-0.027,0.981459064,0.808213731,0.979484178,-0.218,0.859756486,0.33408671,0.915053718,NA,NA,NA,NA
"1105","tg_rliver_repeat_moxisylyte_t5_c2","moxisylyte",2,150,"mg/kg",5,"repeat",4,"day",-0.114,0.924022572,0.160814608,0.792623435,-0.463,0.725476104,0.082404208,0.751219835,NA,NA,NA,NA
"1106","tg_rliver_repeat_moxisylyte_t5_c3","moxisylyte",3,500,"mg/kg",5,"repeat",4,"day",-0.088,0.940826108,0.490463696,0.827676049,-0.171,0.888226796,0.440396141,0.806370543,NA,NA,NA,NA
"1107","tg_rliver_repeat_moxisylyte_t6_c1","moxisylyte",1,50,"mg/kg",6,"repeat",8,"day",-0.15,0.901250463,0.239666461,0.949916174,-0.053,0.963929808,0.577978242,0.976531513,NA,NA,NA,NA
"1108","tg_rliver_repeat_moxisylyte_t6_c2","moxisylyte",2,150,"mg/kg",6,"repeat",8,"day",-0.02,0.986232704,0.853280291,0.991333237,0.258,1.195819797,0.044255958,0.777478056,NA,NA,NA,NA
"1109","tg_rliver_repeat_moxisylyte_t6_c3","moxisylyte",3,500,"mg/kg",6,"repeat",8,"day",-0.063,0.957271458,0.521017127,0.810611139,0.099,1.071030823,0.280833925,0.655577135,NA,NA,NA,NA
"1110","tg_rliver_repeat_moxisylyte_t7_c1","moxisylyte",1,50,"mg/kg",7,"repeat",15,"day",-0.096,0.935623498,0.260523242,0.986052519,-0.194,0.87417862,0.055786553,0.986052519,NA,NA,NA,NA
"1111","tg_rliver_repeat_moxisylyte_t7_c2","moxisylyte",2,150,"mg/kg",7,"repeat",15,"day",0.014,1.009751298,0.896354777,0.996478385,0.009,1.006257823,0.9204878,0.996478385,NA,NA,NA,NA
"1112","tg_rliver_repeat_moxisylyte_t7_c3","moxisylyte",3,500,"mg/kg",7,"repeat",15,"day",-0.248,0.842062954,0.019525809,0.40279774,-0.027,0.981459064,0.810537725,0.95324381,NA,NA,NA,NA
"1113","tg_rliver_repeat_moxisylyte_t8_c1","moxisylyte",1,50,"mg/kg",8,"repeat",29,"day",-0.218,0.859756486,0.089866172,0.354017349,-0.202,0.86934456,0.11011224,0.37337424,NA,NA,NA,NA
"1114","tg_rliver_repeat_moxisylyte_t8_c2","moxisylyte",2,150,"mg/kg",8,"repeat",29,"day",-0.226,0.855002178,0.059283786,0.825606827,-0.246,0.84323111,0.033161602,0.825606827,NA,NA,NA,NA
"1115","tg_rliver_repeat_moxisylyte_t8_c3","moxisylyte",3,500,"mg/kg",8,"repeat",29,"day",-0.302,0.811127156,0.014161643,0.253442846,-0.233,0.85086373,0.13816562,0.448555394,NA,NA,NA,NA
"1116","tg_rliver_repeat_naphthylisothiocyanate_t5_c1","naphthyl isothiocyanate",1,2,"mg/kg",5,"repeat",4,"day",0.066,1.046810282,0.664048853,0.993925792,-0.092,0.938221197,0.747462779,0.996996248,NA,NA,NA,NA
"1117","tg_rliver_repeat_naphthylisothiocyanate_t5_c2","naphthyl isothiocyanate",2,5,"mg/kg",5,"repeat",4,"day",-0.107,0.928516852,0.306171657,0.801419365,-0.04,0.972654947,0.884188877,0.97828878,NA,NA,NA,NA
"1118","tg_rliver_repeat_naphthylisothiocyanate_t5_c3","naphthyl isothiocyanate",3,15,"mg/kg",5,"repeat",4,"day",0.146,1.106497353,0.399114895,0.647336392,0.742,1.6724928,0.162515715,0.427293646,"no","no","no","yes"
"1119","tg_rliver_repeat_naphthylisothiocyanate_t6_c1","naphthyl isothiocyanate",1,2,"mg/kg",6,"repeat",8,"day",0.011,1.00765376,0.92225366,0.999918577,0.365,1.28788163,0.273321852,0.997889672,NA,NA,NA,NA
"1120","tg_rliver_repeat_naphthylisothiocyanate_t6_c2","naphthyl isothiocyanate",2,5,"mg/kg",6,"repeat",8,"day",0.04,1.028113827,0.770242251,0.999881111,0.31,1.2397077,0.194939789,0.999881111,NA,NA,NA,NA
"1121","tg_rliver_repeat_naphthylisothiocyanate_t6_c3","naphthyl isothiocyanate",3,15,"mg/kg",6,"repeat",8,"day",0.07,1.049716684,0.621857505,0.861465281,1.125,2.181015465,0.005357382,0.147238195,"no","yes","no","yes"
"1122","tg_rliver_repeat_naphthylisothiocyanate_t7_c1","naphthyl isothiocyanate",1,2,"mg/kg",7,"repeat",15,"day",0.099,1.071030823,0.236637269,0.895230086,-0.255,0.837987135,0.344664723,0.916715973,NA,NA,NA,NA
"1123","tg_rliver_repeat_naphthylisothiocyanate_t7_c2","naphthyl isothiocyanate",2,5,"mg/kg",7,"repeat",15,"day",0.101,1.072516617,0.180426696,0.9939584,-0.324,0.798851916,0.170373963,0.9939584,NA,NA,NA,NA
"1124","tg_rliver_repeat_naphthylisothiocyanate_t7_c3","naphthyl isothiocyanate",3,15,"mg/kg",7,"repeat",15,"day",0.363,1.286097483,0.093875993,0.317812966,1.218,2.326240083,0.001695558,0.048428175,"no","yes","no","yes"
"1125","tg_rliver_repeat_naphthylisothiocyanate_t8_c1","naphthyl isothiocyanate",1,2,"mg/kg",8,"repeat",29,"day",-0.095,0.936272247,0.483903171,0.990542197,-0.101,0.932386486,0.593176408,0.991947914,NA,NA,NA,NA
"1126","tg_rliver_repeat_naphthylisothiocyanate_t8_c2","naphthyl isothiocyanate",2,5,"mg/kg",8,"repeat",29,"day",0.086,1.061423209,0.562642046,0.99984055,-0.142,0.906261938,0.658768805,0.99984055,NA,NA,NA,NA
"1127","tg_rliver_repeat_naphthylisothiocyanate_t8_c3","naphthyl isothiocyanate",3,15,"mg/kg",8,"repeat",29,"day",0.066,1.046810282,0.718906376,0.864968111,0.512,1.426025717,0.095301125,0.339130125,"no","yes","no","yes"
"1128","tg_rliver_repeat_naproxen_t5_c1","naproxen",1,6,"mg/kg",5,"repeat",4,"day",-0.166,0.891310496,0.133727629,0.997734723,-0.218,0.859756486,0.083970016,0.997734723,NA,NA,NA,NA
"1129","tg_rliver_repeat_naproxen_t5_c2","naproxen",2,20,"mg/kg",5,"repeat",4,"day",-0.256,0.837406488,0.05871464,0.395231785,-0.121,0.919550046,0.420520927,0.755874433,NA,NA,NA,NA
"1130","tg_rliver_repeat_naproxen_t5_c3","naproxen",3,60,"mg/kg",5,"repeat",4,"day",-0.211,0.863938187,0.086346134,0.265419596,-0.352,0.783497187,0.072345315,0.238030608,"no","yes","no","no"
"1131","tg_rliver_repeat_naproxen_t6_c1","naproxen",1,6,"mg/kg",6,"repeat",8,"day",-0.021,0.985549337,0.893193381,0.999701164,0.094,1.067325338,0.656581994,0.999701164,NA,NA,NA,NA
"1132","tg_rliver_repeat_naproxen_t6_c2","naproxen",2,20,"mg/kg",6,"repeat",8,"day",-0.101,0.932386486,0.203856353,0.641994977,0.046,1.032398535,0.612539703,0.880617193,NA,NA,NA,NA
"1133","tg_rliver_repeat_naproxen_t6_c3","naproxen",3,60,"mg/kg",6,"repeat",8,"day",0.003,1.002081605,0.973909793,0.988519193,-0.212,0.863339559,0.122708496,0.335498809,NA,NA,NA,NA
"1134","tg_rliver_repeat_naproxen_t7_c1","naproxen",1,6,"mg/kg",7,"repeat",15,"day",0.293,1.225185332,0.016339857,0.658256085,-0.29,0.817902059,0.004191905,0.658256085,NA,NA,NA,NA
"1135","tg_rliver_repeat_naproxen_t7_c2","naproxen",2,20,"mg/kg",7,"repeat",15,"day",0.116,1.083725967,0.285280751,0.715453438,-0.167,0.890692901,0.081204057,0.602526514,NA,NA,NA,NA
"1136","tg_rliver_repeat_naproxen_t7_c3","naproxen",3,60,"mg/kg",7,"repeat",15,"day",0.183,1.135242102,0.101720074,0.252155757,-0.392,0.762072415,0.000453337,0.009275778,NA,NA,NA,NA
"1137","tg_rliver_repeat_naproxen_t8_c1","naproxen",1,6,"mg/kg",8,"repeat",29,"day",-0.053,0.963929808,0.646659685,0.944601746,-0.231,0.852044095,0.105983438,0.927310755,NA,NA,NA,NA
"1138","tg_rliver_repeat_naproxen_t8_c2","naproxen",2,20,"mg/kg",8,"repeat",29,"day",-0.065,0.955945318,0.600098243,0.999736601,-0.233,0.85086373,0.122469509,0.999736601,NA,NA,NA,NA
"1139","tg_rliver_repeat_nicotinicacid_t5_c1","nicotinic acid",1,100,"mg/kg",5,"repeat",4,"day",0.106,1.076240125,0.396958959,0.942214158,0.012,1.008352455,0.932122911,0.99820687,NA,NA,NA,NA
"1140","tg_rliver_repeat_nicotinicacid_t5_c2","nicotinic acid",2,300,"mg/kg",5,"repeat",4,"day",-0.008,0.994470169,0.93942417,0.996240192,-0.004,0.997231251,0.981693441,0.99917222,NA,NA,NA,NA
"1141","tg_rliver_repeat_nicotinicacid_t5_c3","nicotinic acid",3,1000,"mg/kg",5,"repeat",4,"day",0.065,1.04608494,0.557484022,0.885537112,-0.253,0.839149637,0.118228398,0.651962958,NA,NA,NA,NA
"1142","tg_rliver_repeat_nicotinicacid_t6_c1","nicotinic acid",1,100,"mg/kg",6,"repeat",8,"day",-0.212,0.863339559,0.181935907,0.999247752,0.228,1.171210181,0.363143199,0.999247752,NA,NA,NA,NA
"1143","tg_rliver_repeat_nicotinicacid_t6_c2","nicotinic acid",2,300,"mg/kg",6,"repeat",8,"day",-0.186,0.879039561,0.169266703,0.999099957,-0.008,0.994470169,0.970326842,0.999099957,NA,NA,NA,NA
"1144","tg_rliver_repeat_nicotinicacid_t6_c3","nicotinic acid",3,1000,"mg/kg",6,"repeat",8,"day",-0.12,0.920187651,0.37757502,0.845147406,0.186,1.137605228,0.404410052,0.856160032,NA,NA,NA,NA
"1145","tg_rliver_repeat_nicotinicacid_t7_c1","nicotinic acid",1,100,"mg/kg",7,"repeat",15,"day",0.143,1.104198847,0.136504159,0.999973338,-0.117,0.922103118,0.371719491,0.999973338,NA,NA,NA,NA
"1146","tg_rliver_repeat_nicotinicacid_t7_c2","nicotinic acid",2,300,"mg/kg",7,"repeat",15,"day",-0.028,0.980779004,0.853135434,0.995915717,-0.283,0.821880187,0.203712837,0.992580692,NA,NA,NA,NA
"1147","tg_rliver_repeat_nicotinicacid_t7_c3","nicotinic acid",3,1000,"mg/kg",7,"repeat",15,"day",0.063,1.044635763,0.531869232,0.927992428,-0.202,0.86934456,0.264638948,0.842519646,NA,NA,NA,NA
"1148","tg_rliver_repeat_nicotinicacid_t8_c1","nicotinic acid",1,100,"mg/kg",8,"repeat",29,"day",-0.109,0.927230546,0.469587457,0.944401937,-0.037,0.974679631,0.828030312,0.989108836,NA,NA,NA,NA
"1149","tg_rliver_repeat_nicotinicacid_t8_c2","nicotinic acid",2,300,"mg/kg",8,"repeat",29,"day",0.001,1.000693387,0.993893853,0.999316232,-0.044,0.96996191,0.701050564,0.968801075,NA,NA,NA,NA
"1150","tg_rliver_repeat_nicotinicacid_t8_c3","nicotinic acid",3,1000,"mg/kg",8,"repeat",29,"day",0.18,1.132883885,0.16506036,0.858305734,-0.044,0.96996191,0.682946992,0.967725729,NA,NA,NA,NA
"1151","tg_rliver_repeat_nifedipine_t5_c1","nifedipine",1,100,"mg/kg",5,"repeat",4,"day",0.335,1.261377409,0.017059291,0.737955911,0.074,1.052631155,0.377690109,0.901441254,NA,NA,NA,NA
"1152","tg_rliver_repeat_nifedipine_t5_c2","nifedipine",2,300,"mg/kg",5,"repeat",4,"day",0.302,1.232852325,0.309123082,0.722268416,0.31,1.2397077,0.095956778,0.532057996,NA,NA,NA,NA
"1153","tg_rliver_repeat_nifedipine_t5_c3","nifedipine",3,1000,"mg/kg",5,"repeat",4,"day",0.066,1.046810282,0.653048526,0.863495073,-0.527,0.69399636,0.040319217,0.273652202,NA,NA,NA,NA
"1154","tg_rliver_repeat_nifedipine_t6_c1","nifedipine",1,100,"mg/kg",6,"repeat",8,"day",-0.086,0.942131274,0.403560026,0.867475426,-0.134,0.911301281,0.123167523,0.760734161,NA,NA,NA,NA
"1155","tg_rliver_repeat_nifedipine_t6_c2","nifedipine",2,300,"mg/kg",6,"repeat",8,"day",0.142,1.10343374,0.330284457,0.865428625,-0.114,0.924022572,0.138218389,0.769143385,NA,NA,NA,NA
"1156","tg_rliver_repeat_nifedipine_t6_c3","nifedipine",3,1000,"mg/kg",6,"repeat",8,"day",0.344,1.269270886,0.291564187,0.764311637,-0.18,0.882702996,0.144201089,0.65525342,NA,NA,NA,NA
"1157","tg_rliver_repeat_nifedipine_t7_c1","nifedipine",1,100,"mg/kg",7,"repeat",15,"day",-0.061,0.958599438,0.703137072,0.934251471,0.247,1.186736798,0.137754866,0.749569355,NA,NA,NA,NA
"1158","tg_rliver_repeat_nifedipine_t7_c2","nifedipine",2,300,"mg/kg",7,"repeat",15,"day",0.097,1.069547088,0.655083431,0.933399174,0.118,1.085229372,0.390569053,0.855063636,NA,NA,NA,NA
"1159","tg_rliver_repeat_nifedipine_t7_c3","nifedipine",3,1000,"mg/kg",7,"repeat",15,"day",0.622,1.53900722,0.168018556,0.691678215,0.568,1.48246701,0.038412435,0.531141785,NA,NA,NA,NA
"1160","tg_rliver_repeat_nifedipine_t8_c1","nifedipine",1,100,"mg/kg",8,"repeat",29,"day",-0.02,0.986232704,0.874216496,0.993351092,0.131,1.095052471,0.220056396,0.854414974,NA,NA,NA,NA
"1161","tg_rliver_repeat_nifedipine_t8_c2","nifedipine",2,300,"mg/kg",8,"repeat",29,"day",0.224,1.167967395,0.17491458,0.745111515,0.224,1.167967395,0.091432062,0.664168927,NA,NA,NA,NA
"1162","tg_rliver_repeat_nifedipine_t8_c3","nifedipine",3,1000,"mg/kg",8,"repeat",29,"day",0.074,1.052631155,0.550539044,0.917608976,-0.018,0.987600861,0.900075849,0.984801294,NA,NA,NA,NA
"1163","tg_rliver_repeat_nimesulide_t5_c1","nimesulide",1,10,"mg/kg",5,"repeat",4,"day",-0.144,0.905006463,0.484400796,0.946786463,-0.096,0.935623498,0.636517605,0.971240487,NA,NA,NA,NA
"1164","tg_rliver_repeat_nimesulide_t5_c2","nimesulide",2,30,"mg/kg",5,"repeat",4,"day",-0.189,0.877213549,0.373842661,0.943605003,0.036,1.025267238,0.856346644,0.991274076,NA,NA,NA,NA
"1165","tg_rliver_repeat_nimesulide_t5_c3","nimesulide",3,100,"mg/kg",5,"repeat",4,"day",-0.325,0.798298386,0.116465894,0.50888547,-0.484,0.714992493,0.076666569,0.449420267,NA,NA,NA,NA
"1166","tg_rliver_repeat_nimesulide_t6_c1","nimesulide",1,10,"mg/kg",6,"repeat",8,"day",-0.133,0.911933166,0.366528224,0.966504593,0.241,1.181811547,0.128961324,0.966504593,NA,NA,NA,NA
"1167","tg_rliver_repeat_nimesulide_t6_c2","nimesulide",2,30,"mg/kg",6,"repeat",8,"day",-0.003,0.997922719,0.977685237,0.999739439,-0.046,0.968618189,0.725920961,0.982552587,NA,NA,NA,NA
"1168","tg_rliver_repeat_nimesulide_t6_c3","nimesulide",3,100,"mg/kg",6,"repeat",8,"day",-0.014,0.990342872,0.893901788,0.976506356,-0.06,0.959264119,0.641326692,0.903516004,"no","yes","no","no"
