"","sample_id","experiment","conc_level","conc","conc_unit","time_level","exposure_type","time","time_unit","acta2_log2fc","acta2_fc","acta2_pvalue","acta2_padj","col1a1_log2fc","col1a1_fc","col1a1_pvalue","col1a1_padj","Single_cell_necrosis","Necrosis","Necrosis_fibrinoid","Fibrosis"
"2963","tg_rliver_single_nimesulide_t3_c3","nimesulide",3,300,"mg/kg",3,"single",0.375,"day",0.113,1.081474763,0.243229128,0.436256578,-0.17,0.888842681,0.384492987,0.580007067,NA,NA,NA,NA
"2964","tg_rliver_single_nimesulide_t4_c1","nimesulide",1,30,"mg/kg",4,"single",1,"day",-0.08,0.946057647,0.657202275,0.999792954,-0.123,0.918276162,0.483476837,0.999792954,NA,NA,NA,NA
"2965","tg_rliver_single_nimesulide_t4_c2","nimesulide",2,100,"mg/kg",4,"single",1,"day",0.118,1.085229372,0.605218573,0.914744319,-0.267,0.831045862,0.136402158,0.642100179,NA,NA,NA,NA
"2966","tg_rliver_single_nimesulide_t4_c3","nimesulide",3,300,"mg/kg",4,"single",1,"day",0.071,1.050444544,0.707230953,0.846029885,-1.027,0.490729532,0.003252748,0.019390205,NA,NA,NA,NA
"2967","tg_rliver_single_nitrofurantoin_t1_c1","nitrofurantoin",1,100,"mg/kg",1,"single",0.125,"day",-0.01,0.993092495,0.949129607,0.991799372,-0.01,0.993092495,0.971620701,0.996948664,NA,NA,NA,NA
"2968","tg_rliver_single_nitrofurantoin_t1_c2","nitrofurantoin",2,300,"mg/kg",1,"single",0.125,"day",-0.162,0.893785162,0.19504119,0.759851238,0.389,1.309485423,0.278877007,0.810239856,NA,NA,NA,NA
"2969","tg_rliver_single_nitrofurantoin_t1_c3","nitrofurantoin",3,600,"mg/kg",1,"single",0.125,"day",-0.057,0.961260928,0.587377963,0.888346173,0.076,1.054091423,0.767659911,0.942192679,NA,NA,NA,NA
"2970","tg_rliver_single_nitrofurantoin_t2_c1","nitrofurantoin",1,100,"mg/kg",2,"single",0.25,"day",-0.096,0.935623498,0.466012007,0.846468779,-0.143,0.905633983,0.552017159,0.879566277,NA,NA,NA,NA
"2971","tg_rliver_single_nitrofurantoin_t2_c2","nitrofurantoin",2,300,"mg/kg",2,"single",0.25,"day",-0.293,0.816203046,0.025594804,0.37913985,-0.126,0.916368645,0.582528087,0.88170977,NA,NA,NA,NA
"2972","tg_rliver_single_nitrofurantoin_t2_c3","nitrofurantoin",3,600,"mg/kg",2,"single",0.25,"day",-0.053,0.963929808,0.654943967,0.878447721,0.03,1.021012126,0.903276859,0.973130737,NA,NA,NA,NA
"2973","tg_rliver_single_nitrofurantoin_t3_c1","nitrofurantoin",1,100,"mg/kg",3,"single",0.375,"day",-0.706,0.61301743,0.014244498,0.608697886,-0.182,0.881480158,0.184730778,0.775881564,NA,NA,NA,NA
"2974","tg_rliver_single_nitrofurantoin_t3_c2","nitrofurantoin",2,300,"mg/kg",3,"single",0.375,"day",-0.669,0.628942486,0.011455142,0.21197332,-0.443,0.735603373,0.000922186,0.112144448,NA,NA,NA,NA
"2975","tg_rliver_single_nitrofurantoin_t3_c3","nitrofurantoin",3,600,"mg/kg",3,"single",0.375,"day",-0.643,0.640379931,0.021880106,0.267436317,-0.233,0.85086373,0.200666525,0.564029807,NA,NA,NA,NA
"2976","tg_rliver_single_nitrofurantoin_t4_c1","nitrofurantoin",1,100,"mg/kg",4,"single",1,"day",-0.095,0.936272247,0.403045432,0.838339313,0.04,1.028113827,0.706813825,0.932526583,NA,NA,NA,NA
"2977","tg_rliver_single_nitrofurantoin_t4_c2","nitrofurantoin",2,300,"mg/kg",4,"single",1,"day",-0.623,0.649319301,0.000237186,0.051639863,-0.546,0.68491649,0.002957763,0.208148866,NA,NA,NA,NA
"2978","tg_rliver_single_nitrofurantoin_t4_c3","nitrofurantoin",3,600,"mg/kg",4,"single",1,"day",-0.34,0.790041312,0.013530017,0.151495431,-0.479,0.717474767,0.000132018,0.016667989,NA,NA,NA,NA
"2979","tg_rliver_single_nitrofurazone_t1_c1","nitrofurazone",1,30,"mg/kg",1,"single",0.125,"day",-0.084,0.943438251,0.485384362,0.941060945,0.094,1.067325338,0.178099812,0.875169198,NA,NA,NA,NA
"2980","tg_rliver_single_nitrofurazone_t1_c2","nitrofurazone",2,100,"mg/kg",1,"single",0.125,"day",0.02,1.01395948,0.865756243,0.943488994,-0.065,0.955945318,0.630428889,0.823665836,"no","yes","no","no"
"2981","tg_rliver_single_nitrofurazone_t1_c3","nitrofurazone",3,300,"mg/kg",1,"single",0.125,"day",-0.041,0.971980988,0.720331521,0.912436339,-0.261,0.834509281,0.259973544,0.661276262,"no","yes","no","no"
"2982","tg_rliver_single_nitrofurazone_t2_c1","nitrofurazone",1,30,"mg/kg",2,"single",0.25,"day",-0.018,0.987600861,0.791797151,0.937644035,-0.305,0.809442217,0.26358945,0.692865587,"no","yes","no","no"
"2983","tg_rliver_single_nitrofurazone_t2_c2","nitrofurazone",2,100,"mg/kg",2,"single",0.25,"day",-0.196,0.872967591,0.014888308,0.149786051,-0.424,0.745355193,0.154799704,0.482761655,"no","yes","no","no"
"2984","tg_rliver_single_nitrofurazone_t2_c3","nitrofurazone",3,300,"mg/kg",2,"single",0.25,"day",-0.23,0.852634892,0.006292278,0.051004423,-0.623,0.649319301,0.049148995,0.184693123,NA,NA,NA,NA
"2985","tg_rliver_single_nitrofurazone_t3_c1","nitrofurazone",1,30,"mg/kg",3,"single",0.375,"day",-0.175,0.885767519,0.066266603,0.998772198,-0.063,0.957271458,0.576184134,0.998772198,"no","yes","no","no"
"2986","tg_rliver_single_nitrofurazone_t3_c2","nitrofurazone",2,100,"mg/kg",3,"single",0.375,"day",-0.108,0.927873476,0.202131273,0.605868066,-0.035,0.976031761,0.686180135,0.917019641,NA,NA,NA,NA
"2987","tg_rliver_single_nitrofurazone_t3_c3","nitrofurazone",3,300,"mg/kg",3,"single",0.375,"day",-0.079,0.946713631,0.330594468,0.679325072,-0.32,0.801069878,0.005126128,0.057463767,NA,NA,NA,NA
"2988","tg_rliver_single_nitrofurazone_t4_c1","nitrofurazone",1,30,"mg/kg",4,"single",1,"day",-0.066,0.955282936,0.388904337,0.999974835,0.01,1.00695555,0.960294514,0.999974835,NA,NA,NA,NA
"2989","tg_rliver_single_nitrofurazone_t4_c2","nitrofurazone",2,100,"mg/kg",4,"single",1,"day",-0.023,0.984184022,0.830590072,0.968534485,-0.196,0.872967591,0.270486516,0.746064639,"no","yes","no","no"
"2990","tg_rliver_single_nitrofurazone_t4_c3","nitrofurazone",3,300,"mg/kg",4,"single",1,"day",-0.015,0.989656656,0.916315046,0.959778535,-0.753,0.593368399,0.005021099,0.050324181,NA,NA,NA,NA
"2991","tg_rliver_single_nitrosodiethylamine_t1_c1","nitrosodiethylamine",1,10,"mg/kg",1,"single",0.125,"day",-0.01,0.993092495,0.927110755,0.995769684,-0.189,0.877213549,0.291106193,0.86138749,NA,NA,NA,NA
"2992","tg_rliver_single_nitrosodiethylamine_t1_c2","nitrosodiethylamine",2,30,"mg/kg",1,"single",0.125,"day",0.061,1.043188594,0.57623842,0.853001821,-0.145,0.904379378,0.379428183,0.736459709,NA,NA,NA,NA
"2993","tg_rliver_single_nitrosodiethylamine_t1_c3","nitrosodiethylamine",3,100,"mg/kg",1,"single",0.125,"day",-0.163,0.893165852,0.051407586,0.226394848,0.024,1.016774673,0.880020443,0.955595764,NA,NA,NA,NA
"2994","tg_rliver_single_nitrosodiethylamine_t2_c1","nitrosodiethylamine",1,10,"mg/kg",2,"single",0.25,"day",0.046,1.032398535,0.682382866,0.928524593,0.009,1.006257823,0.956009021,0.991895872,NA,NA,NA,NA
"2995","tg_rliver_single_nitrosodiethylamine_t2_c2","nitrosodiethylamine",2,30,"mg/kg",2,"single",0.25,"day",-0.11,0.926588062,0.466635505,0.727123616,0.039,1.027401439,0.813496075,0.9238766,NA,NA,NA,NA
"2996","tg_rliver_single_nitrosodiethylamine_t2_c3","nitrosodiethylamine",3,100,"mg/kg",2,"single",0.25,"day",-0.179,0.883315051,0.225888017,0.332332765,0.483,1.397646972,0.014672627,0.051969594,NA,NA,NA,NA
"2997","tg_rliver_single_nitrosodiethylamine_t3_c1","nitrosodiethylamine",1,10,"mg/kg",3,"single",0.375,"day",0.006,1.004167543,0.943055071,0.986657164,-0.154,0.898755127,0.183897576,0.633605075,NA,NA,NA,NA
"2998","tg_rliver_single_nitrosodiethylamine_t3_c2","nitrosodiethylamine",2,30,"mg/kg",3,"single",0.375,"day",0.069,1.048989328,0.437728949,0.695316368,-0.317,0.802737389,0.011189453,0.086811711,NA,NA,NA,NA
"2999","tg_rliver_single_nitrosodiethylamine_t3_c3","nitrosodiethylamine",3,100,"mg/kg",3,"single",0.375,"day",0.101,1.072516617,0.284319879,0.455667463,-0.433,0.740719899,0.018824397,0.059640553,"yes","no","no","no"
"3000","tg_rliver_single_nitrosodiethylamine_t4_c1","nitrosodiethylamine",1,10,"mg/kg",4,"single",1,"day",0.174,1.128182137,0.21351576,0.957824621,0.013,1.009051634,0.952939191,0.997940573,NA,NA,NA,NA
"3001","tg_rliver_single_nitrosodiethylamine_t4_c2","nitrosodiethylamine",2,30,"mg/kg",4,"single",1,"day",0.456,1.371733289,0.000932572,0.039074746,0.463,1.378405153,0.149538364,0.419671212,"yes","no","no","no"
"3002","tg_rliver_single_nitrosodiethylamine_t4_c3","nitrosodiethylamine",3,100,"mg/kg",4,"single",1,"day",0.769,1.70408819,0.002157093,0.009877403,0.338,1.264003098,0.230221441,0.33194387,"yes","no","no","no"
"3003","tg_rliver_single_nmethylnnitrosourea_t4_c1","n-methyl-n-nitrosourea",1,10,"mg/kg",4,"single",1,"day",-0.151,0.90062598,0.228972106,0.918895801,-0.58,0.668963777,0.00043305,0.274278091,NA,NA,NA,NA
"3004","tg_rliver_single_nmethylnnitrosourea_t4_c2","n-methyl-n-nitrosourea",2,30,"mg/kg",4,"single",1,"day",-0.122,0.918912883,0.33662343,0.905557453,-0.222,0.857376037,0.053294858,0.782332705,NA,NA,NA,NA
"3005","tg_rliver_single_nmethylnnitrosourea_t4_c3","n-methyl-n-nitrosourea",3,100,"mg/kg",4,"single",1,"day",-0.236,0.849096246,0.048385584,0.168005165,-1.099,0.466839972,1.05922e-06,0.000639391,NA,NA,NA,NA
"3006","tg_rliver_single_nnitrosomorpholine_t4_c1","n-nitrosomorpholine",1,100,"mg/kg",4,"single",1,"day",0.238,1.179356592,0.059154292,0.121499986,-0.108,0.927873476,0.419516827,0.534327922,NA,NA,NA,NA
"3007","tg_rliver_single_nnitrosomorpholine_t4_c2","n-nitrosomorpholine",2,300,"mg/kg",4,"single",1,"day",0.276,1.210833084,0.002984099,0.008662589,-0.594,0.662503509,0.000626634,0.002370119,NA,NA,NA,NA
"3008","tg_rliver_single_nnitrosomorpholine_t4_c3","n-nitrosomorpholine",3,600,"mg/kg",4,"single",1,"day",0.311,1.240567298,0.003036136,0.007401244,-0.343,0.788400174,0.014650081,0.029619012,NA,NA,NA,NA
"3009","tg_rliver_single_omeprazole_t1_c1","omeprazole",1,100,"mg/kg",1,"single",0.125,"day",0.011,1.00765376,0.92489619,0.984305322,0,1,0.999453206,0.999876368,NA,NA,NA,NA
"3010","tg_rliver_single_omeprazole_t1_c2","omeprazole",2,300,"mg/kg",1,"single",0.125,"day",-0.072,0.951318276,0.559411285,0.889135229,0.172,1.126619228,0.493386037,0.86094681,"no","yes","no","no"
"3011","tg_rliver_single_omeprazole_t1_c3","omeprazole",3,1000,"mg/kg",1,"single",0.125,"day",0.077,1.054822317,0.601748598,0.89447034,-0.265,0.832198735,0.221699613,0.704805974,NA,NA,NA,NA
"3012","tg_rliver_single_omeprazole_t2_c1","omeprazole",1,100,"mg/kg",2,"single",0.25,"day",-0.088,0.940826108,0.287938814,0.729199236,-0.088,0.940826108,0.568506215,0.875040656,"no","yes","no","no"
"3013","tg_rliver_single_omeprazole_t2_c2","omeprazole",2,300,"mg/kg",2,"single",0.25,"day",-0.002,0.998614666,0.981123476,0.995045433,0.084,1.059952783,0.827567361,0.944143943,"no","yes","no","no"
"3014","tg_rliver_single_omeprazole_t2_c3","omeprazole",3,1000,"mg/kg",2,"single",0.25,"day",0.032,1.022428531,0.74462139,0.903588437,0.098,1.070288698,0.652050801,0.861446465,"no","yes","no","no"
"3015","tg_rliver_single_omeprazole_t3_c1","omeprazole",1,100,"mg/kg",3,"single",0.375,"day",-0.054,0.963261894,0.597404588,0.83691163,-0.021,0.985549337,0.934018306,0.978762959,NA,NA,NA,NA
"3016","tg_rliver_single_omeprazole_t3_c2","omeprazole",2,300,"mg/kg",3,"single",0.375,"day",0.076,1.054091423,0.431038581,0.709352968,-0.1,0.933032992,0.591262518,0.81174681,NA,NA,NA,NA
"3017","tg_rliver_single_omeprazole_t3_c3","omeprazole",3,1000,"mg/kg",3,"single",0.375,"day",0.192,1.142346247,0.100080815,0.346724535,-0.195,0.873572896,0.102409841,0.350631407,NA,NA,NA,NA
"3018","tg_rliver_single_omeprazole_t4_c1","omeprazole",1,100,"mg/kg",4,"single",1,"day",0.32,1.248330549,0.070239977,0.711535196,0.017,1.011853201,0.950704464,0.994675773,NA,NA,NA,NA
"3019","tg_rliver_single_omeprazole_t4_c2","omeprazole",2,300,"mg/kg",4,"single",1,"day",0.034,1.0238469,0.723426551,0.944025301,0.264,1.200803427,0.088749651,0.601872572,NA,NA,NA,NA
"3020","tg_rliver_single_omeprazole_t4_c3","omeprazole",3,1000,"mg/kg",4,"single",1,"day",0.193,1.143138335,0.336320163,0.639243279,-0.003,0.997922719,0.98979645,0.996735469,NA,NA,NA,NA
"3021","tg_rliver_single_papaverine_t1_c1","papaverine",1,40,"mg/kg",1,"single",0.125,"day",-0.165,0.891928519,0.619267835,0.999443507,-0.3,0.812252396,0.067817504,0.999443507,NA,NA,NA,NA
"3022","tg_rliver_single_papaverine_t1_c2","papaverine",2,120,"mg/kg",1,"single",0.125,"day",-0.316,0.803293997,0.154561172,0.895171338,-0.175,0.885767519,0.261060934,0.926548075,NA,NA,NA,NA
"3023","tg_rliver_single_papaverine_t1_c3","papaverine",3,400,"mg/kg",1,"single",0.125,"day",-0.456,0.729004689,0.067006183,0.773141344,-0.047,0.967947027,0.792814473,0.989442734,NA,NA,NA,NA
"3024","tg_rliver_single_papaverine_t2_c1","papaverine",1,40,"mg/kg",2,"single",0.25,"day",0.065,1.04608494,0.629553824,0.949167169,0.016,1.011152081,0.87884601,0.98669327,NA,NA,NA,NA
"3025","tg_rliver_single_papaverine_t2_c2","papaverine",2,120,"mg/kg",2,"single",0.25,"day",-0.115,0.923382311,0.303089526,0.913616197,0.008,1.00556058,0.959203773,0.999109466,NA,NA,NA,NA
"3026","tg_rliver_single_papaverine_t2_c3","papaverine",3,400,"mg/kg",2,"single",0.25,"day",0.012,1.008352455,0.914933139,0.979347997,-0.006,0.995849753,0.965557463,0.991444727,NA,NA,NA,NA
"3027","tg_rliver_single_papaverine_t3_c1","papaverine",1,40,"mg/kg",3,"single",0.375,"day",-0.336,0.792234811,0.113788704,0.619497451,-0.125,0.917004043,0.571571982,0.889010046,NA,NA,NA,NA
"3028","tg_rliver_single_papaverine_t3_c2","papaverine",2,120,"mg/kg",3,"single",0.375,"day",-0.485,0.71449707,0.050219666,0.658153299,-0.03,0.979420298,0.897580858,0.98622458,NA,NA,NA,NA
"3029","tg_rliver_single_papaverine_t3_c3","papaverine",3,400,"mg/kg",3,"single",0.375,"day",-0.39,0.763129604,0.063730169,0.410545984,-0.231,0.852044095,0.302297581,0.696579211,NA,NA,NA,NA
"3030","tg_rliver_single_papaverine_t4_c1","papaverine",1,40,"mg/kg",4,"single",1,"day",0.019,1.0132569,0.841012226,0.991139773,-0.555,0.680657058,0.004785823,0.93840942,NA,NA,NA,NA
"3031","tg_rliver_single_papaverine_t4_c2","papaverine",2,120,"mg/kg",4,"single",1,"day",0.162,1.118837101,0.1397021,0.846987112,-0.193,0.874784765,0.262435598,0.898167934,NA,NA,NA,NA
"3032","tg_rliver_single_papaverine_t4_c3","papaverine",3,400,"mg/kg",4,"single",1,"day",0.391,1.311302014,0.069321298,0.764055818,-0.391,0.762600827,0.006140449,0.498789803,NA,NA,NA,NA
"3033","tg_rliver_single_pemoline_t1_c1","pemoline",1,8,"mg/kg",1,"single",0.125,"day",-0.03,0.979420298,0.777551704,0.979243463,-0.475,0.71946679,0.010147439,0.892162995,NA,NA,NA,NA
"3034","tg_rliver_single_pemoline_t1_c2","pemoline",2,25,"mg/kg",1,"single",0.125,"day",-0.105,0.929804943,0.341557411,0.941210114,-0.139,0.908148418,0.32064528,0.941210114,"no","yes","no","no"
"3035","tg_rliver_single_pemoline_t1_c3","pemoline",3,75,"mg/kg",1,"single",0.125,"day",0.019,1.0132569,0.877080494,0.954877203,-0.129,0.914465089,0.453712842,0.787974598,"no","yes","no","no"
"3036","tg_rliver_single_pemoline_t2_c1","pemoline",1,8,"mg/kg",2,"single",0.25,"day",0.057,1.040300267,0.593548292,0.999865405,-0.087,0.941478465,0.648241116,0.999865405,"no","yes","no","no"
"3037","tg_rliver_single_pemoline_t2_c2","pemoline",2,25,"mg/kg",2,"single",0.25,"day",-0.03,0.979420298,0.713405898,0.902070693,-0.279,0.824162085,0.042348308,0.298515523,NA,NA,NA,NA
"3038","tg_rliver_single_pemoline_t2_c3","pemoline",3,75,"mg/kg",2,"single",0.25,"day",0.032,1.022428531,0.717455482,0.891230479,-0.436,0.739181216,0.008743591,0.217559292,NA,NA,NA,NA
"3039","tg_rliver_single_pemoline_t3_c1","pemoline",1,8,"mg/kg",3,"single",0.375,"day",-0.116,0.922742493,0.266931254,0.891022158,-0.552,0.682073917,0.037386178,0.891022158,"no","yes","no","no"
"3040","tg_rliver_single_pemoline_t3_c2","pemoline",2,25,"mg/kg",3,"single",0.375,"day",0.004,1.002776436,0.970917027,0.998247763,-0.447,0.733566672,0.034220566,0.769764241,NA,NA,NA,NA
"3041","tg_rliver_single_pemoline_t3_c3","pemoline",3,75,"mg/kg",3,"single",0.375,"day",-0.304,0.810003474,0.011750832,0.466814498,-0.235,0.849684999,0.212348594,0.89499858,NA,NA,NA,NA
"3042","tg_rliver_single_pemoline_t4_c1","pemoline",1,8,"mg/kg",4,"single",1,"day",0.117,1.084477409,0.351660976,0.852611271,0.09,1.064370182,0.287117517,0.828806343,NA,NA,NA,NA
"3043","tg_rliver_single_pemoline_t4_c2","pemoline",2,25,"mg/kg",4,"single",1,"day",-0.056,0.961927455,0.617448122,0.938876301,-0.029,0.980099415,0.718247983,0.96223489,"no","yes","no","no"
"3044","tg_rliver_single_pemoline_t4_c3","pemoline",3,75,"mg/kg",4,"single",1,"day",-0.176,0.885153765,0.085453467,0.4182269,-0.017,0.988285652,0.883203428,0.967435658,NA,NA,NA,NA
"3045","tg_rliver_single_penicillamine_t1_c1","penicillamine",1,100,"mg/kg",1,"single",0.125,"day",0.175,1.128964405,0.090444616,0.979901282,-0.169,0.889458994,0.400253007,0.979901282,NA,NA,NA,NA
"3046","tg_rliver_single_penicillamine_t1_c2","penicillamine",2,300,"mg/kg",1,"single",0.125,"day",0.165,1.121166078,0.144082584,0.9976119,-0.055,0.962594443,0.749239486,0.9976119,NA,NA,NA,NA
"3047","tg_rliver_single_penicillamine_t1_c3","penicillamine",3,1000,"mg/kg",1,"single",0.125,"day",0.169,1.124278924,0.119161044,0.988072646,-0.215,0.86154616,0.196552189,0.988072646,NA,NA,NA,NA
"3048","tg_rliver_single_penicillamine_t2_c1","penicillamine",1,100,"mg/kg",2,"single",0.25,"day",-0.171,0.888226796,0.376704474,0.999770192,0.053,1.037419937,0.717822995,0.999770192,NA,NA,NA,NA
"3049","tg_rliver_single_penicillamine_t2_c2","penicillamine",2,300,"mg/kg",2,"single",0.25,"day",-0.148,0.902500727,0.208199673,0.918100328,-0.277,0.825305409,0.109898403,0.886247368,NA,NA,NA,NA
"3050","tg_rliver_single_penicillamine_t2_c3","penicillamine",3,1000,"mg/kg",2,"single",0.25,"day",-0.226,0.855002178,0.08494317,0.440654552,-0.124,0.917639882,0.510223088,0.837389664,NA,NA,NA,NA
"3051","tg_rliver_single_penicillamine_t3_c1","penicillamine",1,100,"mg/kg",3,"single",0.375,"day",-0.197,0.872362706,0.207055493,0.692553312,0.166,1.121943481,0.565044173,0.865631058,NA,NA,NA,NA
"3052","tg_rliver_single_penicillamine_t3_c2","penicillamine",2,300,"mg/kg",3,"single",0.375,"day",-0.261,0.834509281,0.245818079,0.895103608,-0.28,0.823591017,0.26189289,0.901536012,NA,NA,NA,NA
"3053","tg_rliver_single_penicillamine_t3_c3","penicillamine",3,1000,"mg/kg",3,"single",0.375,"day",-0.551,0.682546859,0.003901983,0.302899383,-0.428,0.743291492,0.081382916,0.568415816,NA,NA,NA,NA
"3054","tg_rliver_single_penicillamine_t4_c1","penicillamine",1,100,"mg/kg",4,"single",1,"day",-0.518,0.698339266,0.017470088,0.726380121,0.124,1.089752112,0.620080879,0.930398617,NA,NA,NA,NA
"3055","tg_rliver_single_penicillamine_t4_c2","penicillamine",2,300,"mg/kg",4,"single",1,"day",-0.124,0.917639882,0.58566073,0.868333328,0.196,1.145517898,0.330376478,0.747737937,NA,NA,NA,NA
"3056","tg_rliver_single_penicillamine_t4_c3","penicillamine",3,1000,"mg/kg",4,"single",1,"day",-0.461,0.726482525,0.047316028,0.664607431,-0.176,0.885153765,0.422016285,0.865852395,NA,NA,NA,NA
"3057","tg_rliver_single_perhexiline_t1_c1","perhexiline",1,15,"mg/kg",1,"single",0.125,"day",-0.138,0.908778116,0.153716645,0.900353605,0.018,1.012554807,0.90973013,0.996621956,NA,NA,NA,NA
"3058","tg_rliver_single_perhexiline_t1_c2","perhexiline",2,50,"mg/kg",1,"single",0.125,"day",-0.232,0.851453708,0.033809477,0.69340984,-0.075,0.949342121,0.668669225,0.96695262,NA,NA,NA,NA
"3059","tg_rliver_single_perhexiline_t1_c3","perhexiline",3,150,"mg/kg",1,"single",0.125,"day",-0.076,0.948684315,0.524050712,0.943353234,0.081,1.057750964,0.335209579,0.900211545,NA,NA,NA,NA
"3060","tg_rliver_single_perhexiline_t2_c1","perhexiline",1,15,"mg/kg",2,"single",0.25,"day",-0.008,0.994470169,0.942724185,0.994060966,-0.096,0.935623498,0.458850025,0.930538067,NA,NA,NA,NA
"3061","tg_rliver_single_perhexiline_t2_c2","perhexiline",2,50,"mg/kg",2,"single",0.25,"day",-0.005,0.996540263,0.939081679,0.990631634,-0.434,0.740206649,0.022879576,0.497130935,NA,NA,NA,NA
"3062","tg_rliver_single_perhexiline_t2_c3","perhexiline",3,150,"mg/kg",2,"single",0.25,"day",-0.037,0.974679631,0.575306146,0.88295976,-0.302,0.811127156,0.068676363,0.522916091,NA,NA,NA,NA
"3063","tg_rliver_single_perhexiline_t3_c1","perhexiline",1,15,"mg/kg",3,"single",0.375,"day",-0.057,0.961260928,0.603748109,0.99998384,-0.065,0.955945318,0.735238655,0.99998384,NA,NA,NA,NA
"3064","tg_rliver_single_perhexiline_t3_c2","perhexiline",2,50,"mg/kg",3,"single",0.375,"day",-0.179,0.883315051,0.071441955,0.75459626,-0.001,0.999307093,0.997738541,0.999211284,NA,NA,NA,NA
"3065","tg_rliver_single_perhexiline_t3_c3","perhexiline",3,150,"mg/kg",3,"single",0.375,"day",-0.121,0.919550046,0.29221209,0.785825121,-0.026,0.982139595,0.894428531,0.980249449,NA,NA,NA,NA
"3066","tg_rliver_single_perhexiline_t4_c1","perhexiline",1,15,"mg/kg",4,"single",1,"day",-0.255,0.837987135,0.031805103,0.82683273,0.272,1.207480591,0.066382077,0.841289455,NA,NA,NA,NA
"3067","tg_rliver_single_perhexiline_t4_c2","perhexiline",2,50,"mg/kg",4,"single",1,"day",-0.172,0.887611337,0.069193215,0.739271136,-0.068,0.953959551,0.654106638,0.953265275,NA,NA,NA,NA
"3068","tg_rliver_single_perhexiline_t4_c3","perhexiline",3,150,"mg/kg",4,"single",1,"day",-0.242,0.845572287,0.065574606,0.551444225,-0.104,0.930449658,0.545863811,0.882578226,NA,NA,NA,NA
"3069","tg_rliver_single_phalloidin_t1_c3","phalloidin",3,1,"mg/kg",1,"single",0.125,"day",1.377,2.597277205,1.52141e-05,0.009205941,0.047,1.033114388,0.509207485,0.839569999,NA,NA,NA,NA
"3070","tg_rliver_single_phalloidin_t2_c3","phalloidin",3,1,"mg/kg",2,"single",0.25,"day",1.99,3.972369982,8.29415e-07,0.001444634,0.31,1.2397077,0.063675654,0.337457906,"yes","no","no","no"
"3071","tg_rliver_single_phalloidin_t3_c3","phalloidin",3,1,"mg/kg",3,"single",0.375,"day",1.168,2.246999806,9.49298e-05,0.013398012,-0.049,0.966606097,0.665711795,0.844027955,"yes","yes","no","no"
"3072","tg_rliver_single_phalloidin_t4_c3","phalloidin",3,1,"mg/kg",4,"single",1,"day",0.399,1.318593614,0.025321111,0.238268074,0.069,1.048989328,0.619922042,0.854806443,"yes","yes","no","no"
"3073","tg_rliver_single_phenacetin_t1_c1","phenacetin",1,300,"mg/kg",1,"single",0.125,"day",0.256,1.194163187,0.054227734,0.363437806,0.172,1.126619228,0.365792538,0.737048758,NA,NA,NA,NA
"3074","tg_rliver_single_phenacetin_t1_c2","phenacetin",2,1000,"mg/kg",1,"single",0.125,"day",0.193,1.143138335,0.103502374,0.335864481,0.104,1.074749173,0.538391409,0.763515566,NA,NA,NA,NA
"3075","tg_rliver_single_phenacetin_t1_c3","phenacetin",3,2000,"mg/kg",1,"single",0.125,"day",0.256,1.194163187,0.06497476,0.310256499,0.023,1.016070143,0.906007803,0.969237062,NA,NA,NA,NA
"3076","tg_rliver_single_phenacetin_t2_c1","phenacetin",1,300,"mg/kg",2,"single",0.25,"day",0.086,1.061423209,0.505817629,0.751847127,-0.375,0.771105413,0.14375105,0.398929919,NA,NA,NA,NA
"3077","tg_rliver_single_phenacetin_t2_c2","phenacetin",2,1000,"mg/kg",2,"single",0.25,"day",-0.094,0.936921447,0.648167175,0.815049311,-0.601,0.659296807,0.026075452,0.106863338,NA,NA,NA,NA
"3078","tg_rliver_single_phenacetin_t2_c3","phenacetin",3,2000,"mg/kg",2,"single",0.25,"day",-0.04,0.972654947,0.82335736,0.919598643,-0.601,0.659296807,0.023003257,0.098654166,NA,NA,NA,NA
"3079","tg_rliver_single_phenacetin_t3_c1","phenacetin",1,300,"mg/kg",3,"single",0.375,"day",-0.057,0.961260928,0.735968715,0.904978173,-0.404,0.755759964,0.049275015,0.226779798,NA,NA,NA,NA
"3080","tg_rliver_single_phenacetin_t3_c2","phenacetin",2,1000,"mg/kg",3,"single",0.375,"day",0.044,1.030968319,0.793418722,0.91884113,-0.233,0.85086373,0.195300358,0.441127442,NA,NA,NA,NA
"3081","tg_rliver_single_phenacetin_t3_c3","phenacetin",3,2000,"mg/kg",3,"single",0.375,"day",0.12,1.086734863,0.266626476,0.513707923,-0.419,0.747942879,0.043708311,0.159057613,NA,NA,NA,NA
"3082","tg_rliver_single_phenacetin_t4_c1","phenacetin",1,300,"mg/kg",4,"single",1,"day",-0.276,0.825877665,0.13396336,0.713851709,-0.491,0.711531731,0.01787295,0.34920463,NA,NA,NA,NA
"3083","tg_rliver_single_phenacetin_t4_c2","phenacetin",2,1000,"mg/kg",4,"single",1,"day",-0.605,0.65747138,0.001956969,0.010734317,-0.647,0.63860688,0.001647878,0.009468675,NA,NA,NA,NA
"3084","tg_rliver_single_phenacetin_t4_c3","phenacetin",3,2000,"mg/kg",4,"single",1,"day",-0.751,0.594191553,0.00049285,0.003686319,-0.68,0.624165274,0.003810591,0.016634328,NA,NA,NA,NA
